Voltage Current
-10.0 -1.0139393227321512e-05
-9.797979797979798 -1.0551808136186067e-05
-9.595959595959595 -8.750027356396336e-06
-9.393939393939394 -9.906977690361844e-06
-9.191919191919192 -8.46862129488379e-06
-8.98989898989899 -9.131298689026814e-06
-8.787878787878787 -8.630377470993773e-06
-8.585858585858587 -8.988884028309107e-06
-8.383838383838384 -7.800937277519955e-06
-8.181818181818182 -8.772405074176221e-06
-7.979797979797979 -7.736143682220641e-05
-7.777777777777778 -8.444070950411462e-06
-7.575757575757576 -7.942951565208856e-06
-7.373737373737374 -7.598989396496144e-06
-7.171717171717171 -8.365693530796911e-06
-6.96969696969697 -7.4085740170440565e-06
-6.767676767676768 -6.204407404372879e-06
-6.565656565656566 -6.6738612661993565e-06
-6.363636363636363 -7.248556836508605e-06
-6.161616161616162 -7.743473656814868e-06
-5.959595959595959 -4.683171609634882e-06
-5.757575757575758 -6.053645961324845e-06
-5.555555555555555 -6.487919505973149e-06
-5.353535353535354 -5.005728330562095e-06
-5.151515151515151 -8.095345662346502e-06
-4.94949494949495 -5.116770522079807e-06
-4.747474747474747 -6.885590358242827e-06
-4.545454545454546 -2.175149088126689e-06
-4.343434343434343 -4.303191529359352e-06
-4.141414141414142 -4.721248079072683e-06
-3.9393939393939394 -4.585591066208722e-06
-3.737373737373738 -2.7890128798848476e-06
-3.5353535353535355 -5.409436619756194e-06
-3.333333333333333 -2.9138687071244493e-06
-3.1313131313131315 -4.148646660952601e-06
-2.929292929292929 -2.3552151838299627e-06
-2.7272727272727275 -2.6476290606431837e-06
-2.525252525252525 -2.699577300010678e-06
-2.3232323232323235 -3.2698803651647166e-06
-2.121212121212121 -1.9949385600051066e-06
-1.9191919191919187 -1.4902340399529778e-06
-1.717171717171718 -8.259003717752149e-07
-1.5151515151515156 -2.126827589765551e-06
-1.3131313131313131 -1.8555851574909584e-06
-1.1111111111111107 -7.961132877155997e-07
-0.9090909090909101 7.364253361477529e-08
-0.7070707070707076 -1.5689397496974385e-06
-0.5050505050505052 -7.287691265278894e-08
-0.30303030303030276 -7.256403160608832e-07
-0.10101010101010033 3.4114658285200884e-07
0.10101010101010033 -6.079165949419579e-07
0.30303030303030276 5.2199155374415495e-05
0.5050505050505052 0.000359589835848009
0.7070707070707076 0.0007266352387902691
0.9090909090909083 0.0011115738415540385
1.1111111111111107 0.0015002932250481977
1.3131313131313131 0.0018924775240516222
1.5151515151515156 0.002284980779360207
1.7171717171717162 0.0026810561268805553
1.9191919191919187 0.0030800388494723785
2.121212121212121 0.0034737498735695664
2.3232323232323235 0.0038736475166015884
2.525252525252524 0.004273307783092273
2.7272727272727266 0.004674709915784338
2.929292929292929 0.005075061482301741
3.1313131313131315 0.005472964323090584
3.333333333333334 0.005876603397337686
3.5353535353535346 0.006276112389661285
3.737373737373737 0.006675845818316512
3.9393939393939394 0.007076460277053516
4.141414141414142 0.0007478753279676544
4.3434343434343425 0.00787944361256875
4.545454545454545 0.008281321601640334
4.747474747474747 0.008682626032699358
4.94949494949495 0.009083111719077
5.1515151515151505 0.009485544466688586
5.353535353535353 0.009887975998567283
5.555555555555555 0.010291824012071273
5.757575757575758 0.01069341164172826
5.9595959595959584 0.011094275606674963
6.161616161616163 0.011497386268410048
6.363636363636363 0.011899833670301785
6.565656565656564 0.01230204474139165
6.767676767676768 0.01270458021807062
6.969696969696969 0.013106193180213412
7.171717171717173 0.013507996163571213
7.373737373737374 0.013910013768451263
7.575757575757574 0.014312438686428907
7.777777777777779 0.014716207390172948
7.979797979797979 0.015119725690042067
8.18181818181818 0.015521509885204033
8.383838383838384 0.01592553807970343
8.585858585858585 0.01632817939740361
8.787878787878789 0.01672731510609056
8.98989898989899 0.01713141900119362
9.19191919191919 0.0175366938887052
9.393939393939394 0.01794066772517289
9.595959595959595 0.01834156126488742
9.7979797979798 0.018744482237149276
10.0 0.019146738605075375
